ID_Origen;Nombre_Origen;ID_Destino;Nombre_Destino;Viajes
13;Etxabakoitz;9;Rochapea;1082
13;Etxabakoitz;10;Txantrea;898
13;Etxabakoitz;11;San Jorge;658
13;Etxabakoitz;12;Buztintxuri;402
13;Etxabakoitz;13;Etxabakoitz;12
13;Etxabakoitz;14;Zizur Mayor;320
13;Etxabakoitz;15;Barañáin;798
13;Etxabakoitz;16;Cendea de Cizur;755
13;Etxabakoitz;17;Burlada;858
13;Etxabakoitz;18;Villava;282
13;Etxabakoitz;19;Berriozar;378
13;Etxabakoitz;20;Orkoien;446
13;Etxabakoitz;21;Berrioplano;584
13;Etxabakoitz;22;Aranguren;961
13;Etxabakoitz;23;Egüés;927
13;Etxabakoitz;24;Huarte;324
13;Etxabakoitz;25;Ezcabarte;268
13;Etxabakoitz;26;Noáin;301
14;Zizur Mayor;1;Casco Viejo;318
14;Zizur Mayor;2;Ensanche;789
14;Zizur Mayor;3;Iturrama;593
14;Zizur Mayor;4;San Juan;490
14;Zizur Mayor;5;Ermitagaña-Mendebaldea;628
14;Zizur Mayor;6;Milagrosa-Azpilagaña;575
14;Zizur Mayor;7;Lezkairu;289
14;Zizur Mayor;8;Mendillorri;291
14;Zizur Mayor;9;Rochapea;568
14;Zizur Mayor;10;Txantrea;533
14;Zizur Mayor;11;San Jorge;455
14;Zizur Mayor;12;Buztintxuri;227
14;Zizur Mayor;13;Etxabakoitz;320
14;Zizur Mayor;14;Zizur Mayor;2340
14;Zizur Mayor;15;Barañáin;1380
14;Zizur Mayor;16;Cendea de Cizur;5100
14;Zizur Mayor;17;Burlada;204
14;Zizur Mayor;18;Villava;59
14;Zizur Mayor;19;Berriozar;78
14;Zizur Mayor;20;Orkoien;1140
14;Zizur Mayor;21;Berrioplano;336
14;Zizur Mayor;22;Aranguren;690
14;Zizur Mayor;23;Egüés;282
14;Zizur Mayor;24;Huarte;93
14;Zizur Mayor;25;Ezcabarte;150
14;Zizur Mayor;26;Noáin;483
15;Barañáin;1;Casco Viejo;800
15;Barañáin;2;Ensanche;1976
15;Barañáin;3;Iturrama;1493
15;Barañáin;4;San Juan;1235
15;Barañáin;5;Ermitagaña-Mendebaldea;1573
15;Barañáin;6;Milagrosa-Azpilagaña;1449
15;Barañáin;7;Lezkairu;726
15;Barañáin;8;Mendillorri;736
15;Barañáin;9;Rochapea;1436
15;Barañáin;10;Txantrea;1342
15;Barañáin;11;San Jorge;1140
15;Barañáin;12;Buztintxuri;572
15;Barañáin;13;Etxabakoitz;798
15;Barañáin;14;Zizur Mayor;1380
15;Barañáin;15;Barañáin;1920
15;Barañáin;16;Cendea de Cizur;2280
15;Barañáin;17;Burlada;357
15;Barañáin;18;Villava;150
15;Barañáin;19;Berriozar;282
15;Barañáin;20;Orkoien;2130
15;Barañáin;21;Berrioplano;525
15;Barañáin;22;Aranguren;780
15;Barañáin;23;Egüés;426
15;Barañáin;24;Huarte;204
15;Barañáin;25;Ezcabarte;279
15;Barañáin;26;Noáin;516
16;Cendea de Cizur;1;Casco Viejo;748
16;Cendea de Cizur;2;Ensanche;1859
16;Cendea de Cizur;3;Iturrama;1395
16;Cendea de Cizur;4;San Juan;1153
16;Cendea de Cizur;5;Ermitagaña-Mendebaldea;1480
16;Cendea de Cizur;6;Milagrosa-Azpilagaña;1352
16;Cendea de Cizur;7;Lezkairu;680
16;Cendea de Cizur;8;Mendillorri;684
16;Cendea de Cizur;9;Rochapea;1334
16;Cendea de Cizur;10;Txantrea;1254
16;Cendea de Cizur;11;San Jorge;1072
16;Cendea de Cizur;12;Buztintxuri;533
16;Cendea de Cizur;13;Etxabakoitz;755
16;Cendea de Cizur;14;Zizur Mayor;5100
16;Cendea de Cizur;15;Barañáin;2280
16;Cendea de Cizur;16;Cendea de Cizur;5280
16;Cendea de Cizur;17;Burlada;780
16;Cendea de Cizur;18;Villava;303
16;Cendea de Cizur;19;Berriozar;441
16;Cendea de Cizur;20;Orkoien;1200
16;Cendea de Cizur;21;Berrioplano;579
16;Cendea de Cizur;22;Aranguren;3660
16;Cendea de Cizur;23;Egüés;1110
16;Cendea de Cizur;24;Huarte;399
16;Cendea de Cizur;25;Ezcabarte;309
16;Cendea de Cizur;26;Noáin;3720
17;Burlada;1;Casco Viejo;850
17;Burlada;2;Ensanche;2112
17;Burlada;3;Iturrama;1586
17;Burlada;4;San Juan;1310
17;Burlada;5;Ermitagaña-Mendebaldea;1682
17;Burlada;6;Milagrosa-Azpilagaña;1537
17;Burlada;7;Lezkairu;773
17;Burlada;8;Mendillorri;777
17;Burlada;9;Rochapea;1516
17;Burlada;10;Txantrea;1425
17;Burlada;11;San Jorge;1218
17;Burlada;12;Buztintxuri;606
17;Burlada;13;Etxabakoitz;858
17;Burlada;14;Zizur Mayor;204
17;Burlada;15;Barañáin;357
17;Burlada;16;Cendea de Cizur;780
17;Burlada;17;Burlada;2400
17;Burlada;18;Villava;1080
17;Burlada;19;Berriozar;381
17;Burlada;20;Orkoien;402
17;Burlada;21;Berrioplano;660
17;Burlada;22;Aranguren;1290
17;Burlada;23;Egüés;3240
17;Burlada;24;Huarte;1170
17;Burlada;25;Ezcabarte;519
17;Burlada;26;Noáin;438
18;Villava;1;Casco Viejo;280
18;Villava;2;Ensanche;696
18;Villava;3;Iturrama;524
18;Villava;4;San Juan;433
18;Villava;5;Ermitagaña-Mendebaldea;554
18;Villava;6;Milagrosa-Azpilagaña;508
18;Villava;7;Lezkairu;255
18;Villava;8;Mendillorri;257
18;Villava;9;Rochapea;501
18;Villava;10;Txantrea;470
18;Villava;11;San Jorge;401
18;Villava;12;Buztintxuri;200
18;Villava;13;Etxabakoitz;282
18;Villava;14;Zizur Mayor;59
18;Villava;15;Barañáin;150
18;Villava;16;Cendea de Cizur;303
18;Villava;17;Burlada;1080
18;Villava;18;Villava;96
18;Villava;19;Berriozar;93
18;Villava;20;Orkoien;159
18;Villava;21;Berrioplano;201
18;Villava;22;Aranguren;450
18;Villava;23;Egüés;2040
18;Villava;24;Huarte;576
18;Villava;25;Ezcabarte;270
18;Villava;26;Noáin;150
19;Berriozar;1;Casco Viejo;374
19;Berriozar;2;Ensanche;929
19;Berriozar;3;Iturrama;698
19;Berriozar;4;San Juan;577
19;Berriozar;5;Ermitagaña-Mendebaldea;740
19;Berriozar;6;Milagrosa-Azpilagaña;676
19;Berriozar;7;Lezkairu;340
19;Berriozar;8;Mendillorri;342
19;Berriozar;9;Rochapea;667
19;Berriozar;10;Txantrea;627
19;Berriozar;11;San Jorge;536
19;Berriozar;12;Buztintxuri;267
19;Berriozar;13;Etxabakoitz;378
19;Berriozar;14;Zizur Mayor;78
19;Berriozar;15;Barañáin;282
19;Berriozar;16;Cendea de Cizur;441
19;Berriozar;17;Burlada;381
19;Berriozar;18;Villava;93
19;Berriozar;19;Berriozar;354
19;Berriozar;20;Orkoien;438
19;Berriozar;21;Berrioplano;1380
19;Berriozar;22;Aranguren;396
19;Berriozar;23;Egüés;303
19;Berriozar;24;Huarte;150
19;Berriozar;25;Ezcabarte;810
19;Berriozar;26;Noáin;192
20;Orkoien;1;Casco Viejo;442
20;Orkoien;2;Ensanche;1098
20;Orkoien;3;Iturrama;825
20;Orkoien;4;San Juan;681
20;Orkoien;5;Ermitagaña-Mendebaldea;875
20;Orkoien;6;Milagrosa-Azpilagaña;799
20;Orkoien;7;Lezkairu;402
20;Orkoien;8;Mendillorri;404
20;Orkoien;9;Rochapea;788
20;Orkoien;10;Txantrea;741
20;Orkoien;11;San Jorge;633
20;Orkoien;12;Buztintxuri;315
20;Orkoien;13;Etxabakoitz;446
20;Orkoien;14;Zizur Mayor;1140
20;Orkoien;15;Barañáin;2130
20;Orkoien;16;Cendea de Cizur;1200
20;Orkoien;17;Burlada;402
20;Orkoien;18;Villava;159
20;Orkoien;19;Berriozar;438
20;Orkoien;20;Orkoien;2280
20;Orkoien;21;Berrioplano;1440
20;Orkoien;22;Aranguren;480
20;Orkoien;23;Egüés;474
20;Orkoien;24;Huarte;189
20;Orkoien;25;Ezcabarte;1080
20;Orkoien;26;Noáin;309
21;Berrioplano;1;Casco Viejo;578
21;Berrioplano;2;Ensanche;1436
21;Berrioplano;3;Iturrama;1078
21;Berrioplano;4;San Juan;891
21;Berrioplano;5;Ermitagaña-Mendebaldea;1144
21;Berrioplano;6;Milagrosa-Azpilagaña;1045
21;Berrioplano;7;Lezkairu;525
21;Berrioplano;8;Mendillorri;529
21;Berrioplano;9;Rochapea;1031
21;Berrioplano;10;Txantrea;969
21;Berrioplano;11;San Jorge;828
21;Berrioplano;12;Buztintxuri;412
21;Berrioplano;13;Etxabakoitz;584
21;Berrioplano;14;Zizur Mayor;336
21;Berrioplano;15;Barañáin;525
21;Berrioplano;16;Cendea de Cizur;579
21;Berrioplano;17;Burlada;660
21;Berrioplano;18;Villava;201
21;Berrioplano;19;Berriozar;1380
21;Berrioplano;20;Orkoien;1440
21;Berrioplano;21;Berrioplano;1500
21;Berrioplano;22;Aranguren;495
21;Berrioplano;23;Egüés;408
21;Berrioplano;24;Huarte;258
21;Berrioplano;25;Ezcabarte;660
21;Berrioplano;26;Noáin;249
22;Aranguren;1;Casco Viejo;952
22;Aranguren;2;Ensanche;2366
22;Aranguren;3;Iturrama;1776
22;Aranguren;4;San Juan;1468
22;Aranguren;5;Ermitagaña-Mendebaldea;1884
22;Aranguren;6;Milagrosa-Azpilagaña;1721
22;Aranguren;7;Lezkairu;865
22;Aranguren;8;Mendillorri;871
22;Aranguren;9;Rochapea;1698
22;Aranguren;10;Txantrea;1596
22;Aranguren;11;San Jorge;1364
22;Aranguren;12;Buztintxuri;679
22;Aranguren;13;Etxabakoitz;961
22;Aranguren;14;Zizur Mayor;690
22;Aranguren;15;Barañáin;780
22;Aranguren;16;Cendea de Cizur;3660
22;Aranguren;17;Burlada;1290
22;Aranguren;18;Villava;450
22;Aranguren;19;Berriozar;396
22;Aranguren;20;Orkoien;480
22;Aranguren;21;Berrioplano;495
22;Aranguren;22;Aranguren;4020
22;Aranguren;23;Egüés;3690
22;Aranguren;24;Huarte;660
22;Aranguren;25;Ezcabarte;339
22;Aranguren;26;Noáin;1680
23;Egüés;1;Casco Viejo;918
23;Egüés;2;Ensanche;2281
23;Egüés;3;Iturrama;1713
23;Egüés;4;San Juan;1415
23;Egüés;5;Ermitagaña-Mendebaldea;1817
23;Egüés;6;Milagrosa-Azpilagaña;1660
23;Egüés;7;Lezkairu;835
23;Egüés;8;Mendillorri;839
23;Egüés;9;Rochapea;1637
23;Egüés;10;Txantrea;1539
23;Egüés;11;San Jorge;1315
23;Egüés;12;Buztintxuri;655
23;Egüés;13;Etxabakoitz;927
23;Egüés;14;Zizur Mayor;282
23;Egüés;15;Barañáin;426
23;Egüés;16;Cendea de Cizur;1110
23;Egüés;17;Burlada;3240
23;Egüés;18;Villava;2040
23;Egüés;19;Berriozar;303
23;Egüés;20;Orkoien;474
23;Egüés;21;Berrioplano;408
23;Egüés;22;Aranguren;3690
23;Egüés;23;Egüés;10200
23;Egüés;24;Huarte;2790
23;Egüés;25;Ezcabarte;498
23;Egüés;26;Noáin;690
24;Huarte;1;Casco Viejo;319
24;Huarte;2;Ensanche;796
24;Huarte;3;Iturrama;596
24;Huarte;4;San Juan;492
24;Huarte;5;Ermitagaña-Mendebaldea;634
24;Huarte;6;Milagrosa-Azpilagaña;577
24;Huarte;7;Lezkairu;291
24;Huarte;8;Mendillorri;291
24;Huarte;9;Rochapea;568
24;Huarte;10;Txantrea;535
24;Huarte;11;San Jorge;459
24;Huarte;12;Buztintxuri;227
24;Huarte;13;Etxabakoitz;324
24;Huarte;14;Zizur Mayor;93
24;Huarte;15;Barañáin;204
24;Huarte;16;Cendea de Cizur;399
24;Huarte;17;Burlada;1170
24;Huarte;18;Villava;576
24;Huarte;19;Berriozar;150
24;Huarte;20;Orkoien;189
24;Huarte;21;Berrioplano;258
24;Huarte;22;Aranguren;660
24;Huarte;23;Egüés;2790
24;Huarte;24;Huarte;720
24;Huarte;25;Ezcabarte;438
24;Huarte;26;Noáin;192
25;Ezcabarte;1;Casco Viejo;265
25;Ezcabarte;2;Ensanche;659
25;Ezcabarte;3;Iturrama;495
25;Ezcabarte;4;San Juan;409
25;Ezcabarte;5;Ermitagaña-Mendebaldea;525
25;Ezcabarte;6;Milagrosa-Azpilagaña;479
25;Ezcabarte;7;Lezkairu;241
25;Ezcabarte;8;Mendillorri;243
25;Ezcabarte;9;Rochapea;473
25;Ezcabarte;10;Txantrea;445
25;Ezcabarte;11;San Jorge;380
25;Ezcabarte;12;Buztintxuri;189
25;Ezcabarte;13;Etxabakoitz;268
25;Ezcabarte;14;Zizur Mayor;150
25;Ezcabarte;15;Barañáin;279
25;Ezcabarte;16;Cendea de Cizur;309
25;Ezcabarte;17;Burlada;519
25;Ezcabarte;18;Villava;270
25;Ezcabarte;19;Berriozar;810
25;Ezcabarte;20;Orkoien;1080
25;Ezcabarte;21;Berrioplano;660
25;Ezcabarte;22;Aranguren;339
25;Ezcabarte;23;Egüés;498
25;Ezcabarte;24;Huarte;438
25;Ezcabarte;25;Ezcabarte;240
25;Ezcabarte;26;Noáin;144
26;Noáin;1;Casco Viejo;297
26;Noáin;2;Ensanche;740
26;Noáin;3;Iturrama;555
26;Noáin;4;San Juan;458
26;Noáin;5;Ermitagaña-Mendebaldea;590
26;Noáin;6;Milagrosa-Azpilagaña;537
26;Noáin;7;Lezkairu;271
26;Noáin;8;Mendillorri;271
26;Noáin;9;Rochapea;529
26;Noáin;10;Txantrea;498
26;Noáin;11;San Jorge;427
26;Noáin;12;Buztintxuri;212
26;Noáin;13;Etxabakoitz;301
26;Noáin;14;Zizur Mayor;483
26;Noáin;15;Barañáin;516
26;Noáin;16;Cendea de Cizur;3720
26;Noáin;17;Burlada;438
26;Noáin;18;Villava;150
26;Noáin;19;Berriozar;192
26;Noáin;20;Orkoien;309
26;Noáin;21;Berrioplano;249
26;Noáin;22;Aranguren;1680
26;Noáin;23;Egüés;690
26;Noáin;24;Huarte;192
26;Noáin;25;Ezcabarte;144
26;Noáin;26;Noáin;1800
101;Ext_Sur_Zaragoza;102;Ext_Norte_Francia;8500
102;Ext_Norte_Francia;101;Ext_Sur_Zaragoza;8500
101;Ext_Sur_Zaragoza;103;Ext_Noroeste_Vitoria;6000
103;Ext_Noroeste_Vitoria;101;Ext_Sur_Zaragoza;6000
104;Ext_Este_Jaca;103;Ext_Noroeste_Vitoria;2500
103;Ext_Noroeste_Vitoria;104;Ext_Este_Jaca;2500
105;Ext_Oeste_Logroño;102;Ext_Norte_Francia;1500
102;Ext_Norte_Francia;105;Ext_Oeste_Logroño;1500
105;Ext_Oeste_Logroño;104;Ext_Este_Jaca;1000
104;Ext_Este_Jaca;105;Ext_Oeste_Logroño;1000
101;Ext_Sur_Zaragoza;1;Casco Viejo;625
1;Casco Viejo;101;Ext_Sur_Zaragoza;625
101;Ext_Sur_Zaragoza;2;Ensanche;2000
2;Ensanche;101;Ext_Sur_Zaragoza;2000
101;Ext_Sur_Zaragoza;3;Iturrama;1125
3;Iturrama;101;Ext_Sur_Zaragoza;1125
101;Ext_Sur_Zaragoza;4;San Juan;875
4;San Juan;101;Ext_Sur_Zaragoza;875
101;Ext_Sur_Zaragoza;5;Ermitagaña-Mendebaldea;1625
5;Ermitagaña-Mendebaldea;101;Ext_Sur_Zaragoza;1625
101;Ext_Sur_Zaragoza;6;Milagrosa-Azpilagaña;1000
6;Milagrosa-Azpilagaña;101;Ext_Sur_Zaragoza;1000
101;Ext_Sur_Zaragoza;7;Lezkairu;625
7;Lezkairu;101;Ext_Sur_Zaragoza;625
101;Ext_Sur_Zaragoza;8;Mendillorri;375
8;Mendillorri;101;Ext_Sur_Zaragoza;375
101;Ext_Sur_Zaragoza;9;Rochapea;750
9;Rochapea;101;Ext_Sur_Zaragoza;750
101;Ext_Sur_Zaragoza;10;Txantrea;1000
10;Txantrea;101;Ext_Sur_Zaragoza;1000
101;Ext_Sur_Zaragoza;11;San Jorge;1125
11;San Jorge;101;Ext_Sur_Zaragoza;1125
101;Ext_Sur_Zaragoza;12;Buztintxuri;375
12;Buztintxuri;101;Ext_Sur_Zaragoza;375
101;Ext_Sur_Zaragoza;13;Etxabakoitz;1000
13;Etxabakoitz;101;Ext_Sur_Zaragoza;1000
105;Ext_Oeste_Logroño;1;Casco Viejo;825
1;Casco Viejo;105;Ext_Oeste_Logroño;825
105;Ext_Oeste_Logroño;2;Ensanche;2640
2;Ensanche;105;Ext_Oeste_Logroño;2640
105;Ext_Oeste_Logroño;3;Iturrama;1485
3;Iturrama;105;Ext_Oeste_Logroño;1485
105;Ext_Oeste_Logroño;4;San Juan;1155
4;San Juan;105;Ext_Oeste_Logroño;1155
105;Ext_Oeste_Logroño;5;Ermitagaña-Mendebaldea;2145
5;Ermitagaña-Mendebaldea;105;Ext_Oeste_Logroño;2145
105;Ext_Oeste_Logroño;6;Milagrosa-Azpilagaña;1320
6;Milagrosa-Azpilagaña;105;Ext_Oeste_Logroño;1320
105;Ext_Oeste_Logroño;7;Lezkairu;825
7;Lezkairu;105;Ext_Oeste_Logroño;825
105;Ext_Oeste_Logroño;8;Mendillorri;495
8;Mendillorri;105;Ext_Oeste_Logroño;495
105;Ext_Oeste_Logroño;9;Rochapea;990
9;Rochapea;105;Ext_Oeste_Logroño;990
105;Ext_Oeste_Logroño;10;Txantrea;1320
10;Txantrea;105;Ext_Oeste_Logroño;1320
105;Ext_Oeste_Logroño;11;San Jorge;1485
11;San Jorge;105;Ext_Oeste_Logroño;1485
105;Ext_Oeste_Logroño;12;Buztintxuri;495
12;Buztintxuri;105;Ext_Oeste_Logroño;495
105;Ext_Oeste_Logroño;13;Etxabakoitz;1320
13;Etxabakoitz;105;Ext_Oeste_Logroño;1320
103;Ext_Noroeste_Vitoria;1;Casco Viejo;400
1;Casco Viejo;103;Ext_Noroeste_Vitoria;400
103;Ext_Noroeste_Vitoria;2;Ensanche;1280
2;Ensanche;103;Ext_Noroeste_Vitoria;1280
103;Ext_Noroeste_Vitoria;3;Iturrama;720
3;Iturrama;103;Ext_Noroeste_Vitoria;720
103;Ext_Noroeste_Vitoria;4;San Juan;560
4;San Juan;103;Ext_Noroeste_Vitoria;560
103;Ext_Noroeste_Vitoria;5;Ermitagaña-Mendebaldea;1040
5;Ermitagaña-Mendebaldea;103;Ext_Noroeste_Vitoria;1040
103;Ext_Noroeste_Vitoria;6;Milagrosa-Azpilagaña;640
6;Milagrosa-Azpilagaña;103;Ext_Noroeste_Vitoria;640
103;Ext_Noroeste_Vitoria;7;Lezkairu;400
7;Lezkairu;103;Ext_Noroeste_Vitoria;400
103;Ext_Noroeste_Vitoria;8;Mendillorri;240
8;Mendillorri;103;Ext_Noroeste_Vitoria;240
103;Ext_Noroeste_Vitoria;9;Rochapea;480
9;Rochapea;103;Ext_Noroeste_Vitoria;480
103;Ext_Noroeste_Vitoria;10;Txantrea;640
10;Txantrea;103;Ext_Noroeste_Vitoria;640
103;Ext_Noroeste_Vitoria;11;San Jorge;720
11;San Jorge;103;Ext_Noroeste_Vitoria;720
103;Ext_Noroeste_Vitoria;12;Buztintxuri;240
12;Buztintxuri;103;Ext_Noroeste_Vitoria;240
103;Ext_Noroeste_Vitoria;13;Etxabakoitz;640
13;Etxabakoitz;103;Ext_Noroeste_Vitoria;640
102;Ext_Norte_Francia;1;Casco Viejo;200
1;Casco Viejo;102;Ext_Norte_Francia;200
102;Ext_Norte_Francia;2;Ensanche;640
2;Ensanche;102;Ext_Norte_Francia;640
102;Ext_Norte_Francia;3;Iturrama;360
3;Iturrama;102;Ext_Norte_Francia;360
102;Ext_Norte_Francia;4;San Juan;280
4;San Juan;102;Ext_Norte_Francia;280
102;Ext_Norte_Francia;5;Ermitagaña-Mendebaldea;520
5;Ermitagaña-Mendebaldea;102;Ext_Norte_Francia;520
102;Ext_Norte_Francia;6;Milagrosa-Azpilagaña;320
6;Milagrosa-Azpilagaña;102;Ext_Norte_Francia;320
102;Ext_Norte_Francia;7;Lezkairu;200
7;Lezkairu;102;Ext_Norte_Francia;200
102;Ext_Norte_Francia;8;Mendillorri;120
8;Mendillorri;102;Ext_Norte_Francia;120
102;Ext_Norte_Francia;9;Rochapea;240
9;Rochapea;102;Ext_Norte_Francia;240
102;Ext_Norte_Francia;10;Txantrea;320
10;Txantrea;102;Ext_Norte_Francia;320
102;Ext_Norte_Francia;11;San Jorge;360
11;San Jorge;102;Ext_Norte_Francia;360
102;Ext_Norte_Francia;12;Buztintxuri;120
12;Buztintxuri;102;Ext_Norte_Francia;120
102;Ext_Norte_Francia;13;Etxabakoitz;320
13;Etxabakoitz;102;Ext_Norte_Francia;320
106;Ext_Noreste_Aoiz;1;Casco Viejo;300
1;Casco Viejo;106;Ext_Noreste_Aoiz;300
106;Ext_Noreste_Aoiz;2;Ensanche;960
2;Ensanche;106;Ext_Noreste_Aoiz;960
106;Ext_Noreste_Aoiz;3;Iturrama;540
3;Iturrama;106;Ext_Noreste_Aoiz;540
106;Ext_Noreste_Aoiz;4;San Juan;420
4;San Juan;106;Ext_Noreste_Aoiz;420
106;Ext_Noreste_Aoiz;5;Ermitagaña-Mendebaldea;780
5;Ermitagaña-Mendebaldea;106;Ext_Noreste_Aoiz;780
106;Ext_Noreste_Aoiz;6;Milagrosa-Azpilagaña;480
6;Milagrosa-Azpilagaña;106;Ext_Noreste_Aoiz;480
